,timestamp 28-06-2021 22:18:39,MAC address,Epoch 0
13,,000000b1010111111111,
23,,00000000b11001101010,
42,,000000b1101101101111,
55,,00000000b11001101010,
70,,000000b1101101101111,
73,,000000b1010111111111,
0,,00000000000000b10011,
1,,0000000000000b110000,
2,,00000000000b11010011,
3,,00000000000b11011111,
4,,00000000000b11110010,
5,,0000000000b111010110,
6,,000000000b1000010011,
7,,000000000b1001110100,
8,,00000000b10000010011,
9,,00000000b10000010100,
10,,00000000b10010001000,
11,,00000000b10011001110,
12,,00000000b10011010010,
13,,00000000b10100111110,
14,,00000000b10111101111,
15,,00000000b10111110000,
16,,00000000b10111110001,
17,,00000000b10111110100,
18,,00000000b11000001000,
19,,00000000b11000001111,
20,,00000000b11000110110,
21,,00000000b11100111000,
22,,00000000b11110011101,
23,,00000000b11110011110,
24,,00000000b11110100011,
25,,0000000b100001110001,
26,,0000000b100001110010,
27,,0000000b100001111110,
28,,0000000b100010100001,
29,,0000000b100010101010,
30,,0000000b100110001111,
31,,0000000b100110011101,
32,,0000000b100111110110,
33,,0000000b101000100100,
34,,0000000b101001011011,
35,,0000000b101001100100,
36,,0000000b101011101000,
37,,0000000b101101101011,
38,,0000000b101110011010,
39,,0000000b101111101111,
40,,0000000b110000011010,
41,,0000000b110010110011,
42,,0000000b110011010010,
43,,0000000b110011010011,
44,,0000000b110100000100,
45,,0000000b110100011011,
46,,0000000b110110101001,
47,,0000000b110110101101,
48,,0000000b110110111001,
49,,0000000b110111011110,
50,,0000000b111001011011,
51,,0000000b111001100100,
52,,0000000b111011010100,
53,,0000000b111011110111,
54,,0000000b111110100111,
55,,000000b1000000010011,
56,,000000b1000011100000,
57,,000000b1000101011001,
58,,000000b1000110110000,
59,,00000000000000b10011,
60,,0000000000000b110000,
61,,00000000000b11010011,
62,,00000000000b11011111,
63,,00000000000b11110010,
64,,0000000000b111010110,
65,,000000000b1000010011,
66,,000000000b1001110100,
67,,00000000b10000010011,
68,,00000000b10000010100,
69,,00000000b10010001000,
70,,00000000b10011001110,
71,,00000000b10011010010,
72,,00000000b10100111110,
73,,00000000b10111101111,
74,,00000000b10111110000,
75,,00000000b10111110001,
76,,00000000b10111110100,
77,,00000000b11000001000,
78,,00000000b11000001111,
79,,00000000b11000110110,
80,,00000000b11100111000,
81,,00000000b11110011101,
82,,00000000b11110011110,
83,,00000000b11110100011,
84,,0000000b100001110001,
85,,0000000b100001110010,
86,,0000000b100001111110,
87,,0000000b100010100001,
88,,0000000b100010101010,
89,,0000000b100110001111,
90,,0000000b100110011101,
91,,0000000b100111110110,
92,,0000000b101000100100,
93,,0000000b101001011011,
94,,0000000b101001100100,
95,,0000000b101011101000,
96,,0000000b101101101011,
97,,0000000b101110011010,
98,,0000000b101111101111,
99,,0000000b110000011010,
100,,0000000b110010110011,
101,,0000000b110011010010,
102,,0000000b110011010011,
103,,0000000b110100000100,
104,,0000000b110100011011,
105,,0000000b110110101001,
106,,0000000b110110101101,
107,,0000000b110110111001,
108,,0000000b110111011110,
109,,0000000b111001011011,
110,,0000000b111001100100,
111,,0000000b111011010100,
112,,0000000b111011110111,
113,,0000000b111110100111,
114,,000000b1000000010011,
115,,000000b1000011100000,
116,,000000b1000101011001,
117,,000000b1000110110000,
