,timestamp 28-06-2021 22:38:40,MAC address,Epoch 2
48,,000000b1010111111111,
103,,000000b1010111111111,
0,,00000000000000b10011,
1,,0000000000000b110000,
2,,000000000000b1111001,
3,,00000000000b10010101,
4,,00000000000b11100100,
5,,0000000000b110000110,
6,,0000000000b110100110,
7,,0000000000b111010110,
8,,0000000000b111101101,
9,,000000000b1000010011,
10,,000000000b1001010000,
11,,000000000b1001110100,
12,,000000000b1001111001,
13,,000000000b1100011011,
14,,00000000b10000010100,
15,,00000000b10010011101,
16,,00000000b10011011010,
17,,00000000b10100111110,
18,,00000000b10111110000,
19,,00000000b10111110100,
20,,00000000b11000000010,
21,,00000000b11000001000,
22,,00000000b11000001111,
23,,00000000b11000110110,
24,,00000000b11001101010,
25,,00000000b11001111101,
26,,00000000b11010110101,
27,,00000000b11100111000,
28,,00000000b11110001110,
29,,00000000b11110011110,
30,,0000000b100000001010,
31,,0000000b100000101101,
32,,0000000b100001100000,
33,,0000000b100001110001,
34,,0000000b100001111110,
35,,0000000b100010100001,
36,,0000000b100011000110,
37,,0000000b100011010100,
38,,0000000b100110001111,
39,,0000000b100110010101,
40,,0000000b100111110110,
41,,0000000b101000100100,
42,,0000000b101001011011,
43,,0000000b101110100010,
44,,0000000b101110100111,
45,,0000000b101110110011,
46,,0000000b110000011010,
47,,0000000b110001000101,
48,,0000000b110001100001,
49,,0000000b110001101111,
50,,0000000b110010001000,
51,,0000000b110010110011,
52,,0000000b110100010101,
53,,0000000b110100011011,
54,,0000000b110100100000,
55,,0000000b110110000100,
56,,0000000b110110010000,
57,,0000000b110110101001,
58,,0000000b110110111001,
59,,0000000b110111011110,
60,,0000000b110111110100,
61,,0000000b110111111000,
62,,0000000b111001010010,
63,,0000000b111001101011,
64,,0000000b111011010100,
65,,0000000b111011011101,
66,,0000000b111101111000,
67,,0000000b111110100111,
68,,0000000b111111111100,
69,,000000b1000000010011,
70,,000000b1000001010010,
71,,000000b1000010111001,
72,,00000000000000b10011,
73,,0000000000000b110000,
74,,000000000000b1111001,
75,,00000000000b10010101,
76,,00000000000b11100100,
77,,0000000000b110000110,
78,,0000000000b110100110,
79,,0000000000b111010110,
80,,0000000000b111101101,
81,,000000000b1000010011,
82,,000000000b1001010000,
83,,000000000b1001110100,
84,,000000000b1001111001,
85,,000000000b1100011011,
86,,00000000b10000010100,
87,,00000000b10010011101,
88,,00000000b10011011010,
89,,00000000b10100111110,
90,,00000000b10111110000,
91,,00000000b10111110100,
92,,00000000b11000000010,
93,,00000000b11000001000,
94,,00000000b11000001111,
95,,00000000b11000110110,
96,,00000000b11001101010,
97,,00000000b11001111101,
98,,00000000b11010110101,
99,,00000000b11100111000,
100,,00000000b11110001110,
101,,00000000b11110011110,
102,,0000000b100000001010,
103,,0000000b100000101101,
104,,0000000b100001100000,
105,,0000000b100001110001,
106,,0000000b100001111110,
107,,0000000b100010100001,
108,,0000000b100011000110,
109,,0000000b100011010100,
110,,0000000b100110001111,
111,,0000000b100110010101,
112,,0000000b100111110110,
113,,0000000b101000100100,
114,,0000000b101001011011,
115,,0000000b101110100010,
116,,0000000b101110100111,
117,,0000000b101110110011,
118,,0000000b110000011010,
119,,0000000b110001000101,
120,,0000000b110001100001,
121,,0000000b110001101111,
122,,0000000b110010001000,
123,,0000000b110010110011,
124,,0000000b110100010101,
125,,0000000b110100011011,
126,,0000000b110100100000,
127,,0000000b110110000100,
128,,0000000b110110010000,
129,,0000000b110110101001,
130,,0000000b110110111001,
131,,0000000b110111011110,
132,,0000000b110111110100,
133,,0000000b110111111000,
134,,0000000b111001010010,
135,,0000000b111001101011,
136,,0000000b111011010100,
137,,0000000b111011011101,
138,,0000000b111101111000,
139,,0000000b111110100111,
140,,0000000b111111111100,
141,,000000b1000000010011,
142,,000000b1000001010010,
143,,000000b1000010111001,
