,timestamp 25-06-2021 02:38:32,MAC address,Epoch 4
0,,00000000000b10001111,
1,,00000000000b11000011,
2,,000000000b1110101010,
3,,00000000b10000011111,
4,,00000000b10110111001,
5,,00000000b11101001101,
6,,0000000b101010000010,
7,,0000000b101110010111,
8,,0000000b101111101000,
9,,0000000b110110101111,
10,,0000000b111110010001,
11,,000000b1000100111101,
12,,000000b1001111100111,
13,,000000b1010000010110,
14,,000000b1010001011111,
15,,000000b1011101100000,
16,,00000b10001010001101,
17,,00000b10001101111001,
18,,00000b10010110100010,
19,,00000b10011001110110,
20,,00000b10011101100010,
21,,00000b10100111110110,
22,,00000b10101110110100,
23,,00000b10101110111111,
24,,00000b10110100010011,
25,,00000b10111010011011,
26,,00000b10111100001000,
27,,00000b10111110010100,
28,,00000b11001001011001,
29,,00000b11001011101010,
30,,00000b11001011111000,
31,,00000000000b10001111,
32,,00000000000b11000011,
33,,000000000b1110101010,
34,,00000000b10000011111,
35,,00000000b10110111001,
36,,00000000b11101001101,
37,,0000000b101010000010,
38,,0000000b101110010111,
39,,0000000b101111101000,
40,,0000000b110110101111,
41,,0000000b111110010001,
42,,000000b1000100111101,
43,,000000b1001111100111,
44,,000000b1010000010110,
45,,000000b1010001011111,
46,,000000b1011101100000,
47,,00000b10001010001101,
48,,00000b10001101111001,
49,,00000b10010110100010,
50,,00000b10011001110110,
51,,00000b10011101100010,
52,,00000b10100111110110,
53,,00000b10101110110100,
54,,00000b10101110111111,
55,,00000b10110100010011,
56,,00000b10111010011011,
57,,00000b10111100001000,
58,,00000b10111110010100,
59,,00000b11001001011001,
60,,00000b11001011101010,
61,,00000b11001011111000,
62,,00000000000b10001111,
63,,00000000000b11000011,
64,,000000000b1110101010,
65,,00000000b10000011111,
66,,00000000b10110111001,
67,,00000000b11101001101,
68,,0000000b101010000010,
69,,0000000b101110010111,
70,,0000000b101111101000,
71,,0000000b110110101111,
72,,0000000b111110010001,
73,,000000b1000100111101,
74,,000000b1001111100111,
75,,000000b1010000010110,
76,,000000b1010001011111,
77,,000000b1011101100000,
78,,00000b10001010001101,
79,,00000b10001101111001,
80,,00000b10010110100010,
81,,00000b10011001110110,
82,,00000b10011101100010,
83,,00000b10100111110110,
84,,00000b10101110110100,
85,,00000b10101110111111,
86,,00000b10110100010011,
87,,00000b10111010011011,
88,,00000b10111100001000,
89,,00000b10111110010100,
90,,00000b11001001011001,
91,,00000b11001011101010,
92,,00000b11001011111000,
