,timestamp 25-06-2021 02:28:31,MAC address,Epoch 2
0,,00000000000b10001111,
1,,00000000000b11000011,
2,,0000000000b110001011,
3,,000000000b1010011001,
4,,00000000b10000011111,
5,,00000000b10110111001,
6,,00000000b11001111011,
7,,00000000b11011110001,
8,,0000000b100000010111,
9,,0000000b100000111010,
10,,0000000b101010000010,
11,,0000000b101110010111,
12,,000000b1000100111101,
13,,000000b1001111100111,
14,,000000b1010000010110,
15,,000000b1010000111010,
16,,000000b1010001011111,
17,,00000b10001010001101,
18,,00000b10001101111001,
19,,00000b10100111110110,
20,,00000b10101110101010,
21,,00000b10101110110100,
22,,00000b10110100001100,
23,,00000b10110101001101,
24,,00000b10111100001000,
25,,00000b10111110010100,
26,,00000b11000010001111,
27,,00000b11001011101010,
28,,00000b11001111000010,
29,,00000b11010000011101,
30,,00000000000b10001111,
31,,00000000000b11000011,
32,,0000000000b110001011,
33,,000000000b1010011001,
34,,00000000b10000011111,
35,,00000000b10110111001,
36,,00000000b11001111011,
37,,00000000b11011110001,
38,,0000000b100000010111,
39,,0000000b100000111010,
40,,0000000b101010000010,
41,,0000000b101110010111,
42,,000000b1000100111101,
43,,000000b1001111100111,
44,,000000b1010000010110,
45,,000000b1010000111010,
46,,000000b1010001011111,
47,,00000b10001010001101,
48,,00000b10001101111001,
49,,00000b10100111110110,
50,,00000b10101110101010,
51,,00000b10101110110100,
52,,00000b10110100001100,
53,,00000b10110101001101,
54,,00000b10111100001000,
55,,00000b10111110010100,
56,,00000b11000010001111,
57,,00000b11001011101010,
58,,00000b11001111000010,
59,,00000b11010000011101,
60,,00000000000b10001111,
61,,00000000000b11000011,
62,,0000000000b110001011,
63,,000000000b1010011001,
64,,00000000b10000011111,
65,,00000000b10110111001,
66,,00000000b11001111011,
67,,00000000b11011110001,
68,,0000000b100000010111,
69,,0000000b100000111010,
70,,0000000b101010000010,
71,,0000000b101110010111,
72,,000000b1000100111101,
73,,000000b1001111100111,
74,,000000b1010000010110,
75,,000000b1010000111010,
76,,000000b1010001011111,
77,,00000b10001010001101,
78,,00000b10001101111001,
79,,00000b10100111110110,
80,,00000b10101110101010,
81,,00000b10101110110100,
82,,00000b10110100001100,
83,,00000b10110101001101,
84,,00000b10111100001000,
85,,00000b10111110010100,
86,,00000b11000010001111,
87,,00000b11001011101010,
88,,00000b11001111000010,
89,,00000b11010000011101,
