,timestamp 25-06-2021 02:23:31,MAC address,Epoch 1
0,,00000000000b10001111,
1,,00000000000b11000011,
2,,0000000000b110001011,
3,,00000000b11011110001,
4,,0000000b100000010111,
5,,0000000b100001001110,
6,,0000000b100001010011,
7,,0000000b101010000010,
8,,0000000b101011010101,
9,,0000000b110000101011,
10,,0000000b111011101010,
11,,000000b1000100111101,
12,,000000b1001100000011,
13,,000000b1001100111011,
14,,000000b1001111100111,
15,,000000b1010001011111,
16,,00000b10000001000101,
17,,00000b10001010001101,
18,,00000b10001010110000,
19,,00000b10001101001110,
20,,00000b10001101111001,
21,,00000b10011011101010,
22,,00000b10100101011010,
23,,00000b10100111110110,
24,,00000b10101000101010,
25,,00000b10101110001111,
26,,00000b10101110101010,
27,,00000000000b10001111,
28,,00000000000b11000011,
29,,0000000000b110001011,
30,,00000000b11011110001,
31,,0000000b100000010111,
32,,0000000b100001001110,
33,,0000000b100001010011,
34,,0000000b101010000010,
35,,0000000b101011010101,
36,,0000000b110000101011,
37,,0000000b111011101010,
38,,000000b1000100111101,
39,,000000b1001100000011,
40,,000000b1001100111011,
41,,000000b1001111100111,
42,,000000b1010001011111,
43,,00000b10000001000101,
44,,00000b10001010001101,
45,,00000b10001010110000,
46,,00000b10001101001110,
47,,00000b10001101111001,
48,,00000b10011011101010,
49,,00000b10100101011010,
50,,00000b10100111110110,
51,,00000b10101000101010,
52,,00000b10101110001111,
53,,00000b10101110101010,
54,,00000000000b10001111,
55,,00000000000b11000011,
56,,0000000000b110001011,
57,,00000000b11011110001,
58,,0000000b100000010111,
59,,0000000b100001001110,
60,,0000000b100001010011,
61,,0000000b101010000010,
62,,0000000b101011010101,
63,,0000000b110000101011,
64,,0000000b111011101010,
65,,000000b1000100111101,
66,,000000b1001100000011,
67,,000000b1001100111011,
68,,000000b1001111100111,
69,,000000b1010001011111,
70,,00000b10000001000101,
71,,00000b10001010001101,
72,,00000b10001010110000,
73,,00000b10001101001110,
74,,00000b10001101111001,
75,,00000b10011011101010,
76,,00000b10100101011010,
77,,00000b10100111110110,
78,,00000b10101000101010,
79,,00000b10101110001111,
80,,00000b10101110101010,
