,timestamp 23-06-2021 21:07:14,MAC address,Epoch 1
0,,0000000000b100010001,
1,,00000000b10000000110,
2,,0000000b100000110110,
3,,0000000b100010101011,
4,,0000000b101111010010,
5,,000000b1000101011010,
6,,000000b1001001101100,
7,,000000b1001101110101,
8,,000000b1001110001010,
9,,000000b1011101001000,
10,,00000b10000101100001,
11,,00000b10000111001001,
12,,00000b10001100000100,
13,,00000b10100010001101,
14,,00000b10100101011011,
15,,0000000000b100010001,
16,,00000000b10000000110,
17,,0000000b100000110110,
18,,0000000b100010101011,
19,,0000000b101111010010,
20,,000000b1000101011010,
21,,000000b1001001101100,
22,,000000b1001101110101,
23,,000000b1001110001010,
24,,000000b1011101001000,
25,,00000b10000101100001,
26,,00000b10000111001001,
27,,00000b10001100000100,
28,,00000b10100010001101,
29,,00000b10100101011011,
30,,0000000000b100010001,
31,,00000000b10000000110,
32,,0000000b100000110110,
33,,0000000b100010101011,
34,,0000000b101111010010,
35,,000000b1000101011010,
36,,000000b1001001101100,
37,,000000b1001101110101,
38,,000000b1001110001010,
39,,000000b1011101001000,
40,,00000b10000101100001,
41,,00000b10000111001001,
42,,00000b10001100000100,
43,,00000b10100010001101,
44,,00000b10100101011011,
