,timestamp 23-06-2021 21:02:14,MAC address,Epoch 0
0,,00000000b11010111111,
1,,0000000b100000101000,
2,,000000b1000101011010,
3,,000000b1001101110010,
4,,000000b1100100100001,
5,,000000b1111110010011,
6,,000000b1111111111011,
7,,00000b10011001100100,
8,,00000b10100000111001,
9,,00000b10100110111101,
10,,00000000b11010111111,
11,,0000000b100000101000,
12,,000000b1000101011010,
13,,000000b1001101110010,
14,,000000b1100100100001,
15,,000000b1111110010011,
16,,000000b1111111111011,
17,,00000b10011001100100,
18,,00000b10100000111001,
19,,00000b10100110111101,
20,,00000000b11010111111,
21,,0000000b100000101000,
22,,000000b1000101011010,
23,,000000b1001101110010,
24,,000000b1100100100001,
25,,000000b1111110010011,
26,,000000b1111111111011,
27,,00000b10011001100100,
28,,00000b10100000111001,
29,,00000b10100110111101,
