,timestamp 23-06-2021 21:27:16,MAC address,Epoch 5
0,,0000000000b111100011,
1,,0000000b100010101011,
2,,0000000b100100101101,
3,,0000000b100101100110,
4,,0000000b101000111011,
5,,0000000b101010000011,
6,,0000000b101011001010,
7,,0000000b111000011010,
8,,000000b1001110001010,
9,,000000b1001110100111,
10,,000000b1010000111110,
11,,000000b1011111011011,
12,,000000b1100100110101,
13,,000000b1111001100011,
14,,000000b1111001101111,
15,,000000b1111111101101,
16,,0000000000b111100011,
17,,0000000b100010101011,
18,,0000000b100100101101,
19,,0000000b100101100110,
20,,0000000b101000111011,
21,,0000000b101010000011,
22,,0000000b101011001010,
23,,0000000b111000011010,
24,,000000b1001110001010,
25,,000000b1001110100111,
26,,000000b1010000111110,
27,,000000b1011111011011,
28,,000000b1100100110101,
29,,000000b1111001100011,
30,,000000b1111001101111,
31,,000000b1111111101101,
32,,0000000000b111100011,
33,,0000000b100010101011,
34,,0000000b100100101101,
35,,0000000b100101100110,
36,,0000000b101000111011,
37,,0000000b101010000011,
38,,0000000b101011001010,
39,,0000000b111000011010,
40,,000000b1001110001010,
41,,000000b1001110100111,
42,,000000b1010000111110,
43,,000000b1011111011011,
44,,000000b1100100110101,
45,,000000b1111001100011,
46,,000000b1111001101111,
47,,000000b1111111101101,
