,timestamp 23-06-2021 21:17:15,MAC address,Epoch 3
0,,000000000b1001101100,
1,,00000000b10011101111,
2,,00000000b11111010101,
3,,0000000b100000110110,
4,,0000000b100010101011,
5,,000000b1001100000010,
6,,000000b1001101100011,
7,,000000b1001101111001,
8,,000000b1001110001010,
9,,000000b1011100011011,
10,,000000b1101100001001,
11,,000000b1111001101111,
12,,000000b1111111101101,
13,,00000b10000011100100,
14,,00000b10001100000100,
15,,00000b10101011101101,
16,,000000000b1001101100,
17,,00000000b10011101111,
18,,00000000b11111010101,
19,,0000000b100000110110,
20,,0000000b100010101011,
21,,000000b1001100000010,
22,,000000b1001101100011,
23,,000000b1001101111001,
24,,000000b1001110001010,
25,,000000b1011100011011,
26,,000000b1101100001001,
27,,000000b1111001101111,
28,,000000b1111111101101,
29,,00000b10000011100100,
30,,00000b10001100000100,
31,,00000b10101011101101,
32,,000000000b1001101100,
33,,00000000b10011101111,
34,,00000000b11111010101,
35,,0000000b100000110110,
36,,0000000b100010101011,
37,,000000b1001100000010,
38,,000000b1001101100011,
39,,000000b1001101111001,
40,,000000b1001110001010,
41,,000000b1011100011011,
42,,000000b1101100001001,
43,,000000b1111001101111,
44,,000000b1111111101101,
45,,00000b10000011100100,
46,,00000b10001100000100,
47,,00000b10101011101101,
