,timestamp 23-06-2021 21:12:15,MAC address,Epoch 2
0,,000000000b1001101100,
1,,000000000b1100100110,
2,,00000000b11111010101,
3,,0000000b100000110110,
4,,0000000b100010101011,
5,,0000000b110000110101,
6,,0000000b111100101111,
7,,000000b1001001101100,
8,,000000b1001100000010,
9,,000000b1001101100011,
10,,000000b1001101111001,
11,,000000b1001110001010,
12,,000000b1010000110101,
13,,000000b1100111110011,
14,,000000b1111001101111,
15,,00000b10000011100100,
16,,00000b10001100000100,
17,,000000000b1001101100,
18,,000000000b1100100110,
19,,00000000b11111010101,
20,,0000000b100000110110,
21,,0000000b100010101011,
22,,0000000b110000110101,
23,,0000000b111100101111,
24,,000000b1001001101100,
25,,000000b1001100000010,
26,,000000b1001101100011,
27,,000000b1001101111001,
28,,000000b1001110001010,
29,,000000b1010000110101,
30,,000000b1100111110011,
31,,000000b1111001101111,
32,,00000b10000011100100,
33,,00000b10001100000100,
34,,000000000b1001101100,
35,,000000000b1100100110,
36,,00000000b11111010101,
37,,0000000b100000110110,
38,,0000000b100010101011,
39,,0000000b110000110101,
40,,0000000b111100101111,
41,,000000b1001001101100,
42,,000000b1001100000010,
43,,000000b1001101100011,
44,,000000b1001101111001,
45,,000000b1001110001010,
46,,000000b1010000110101,
47,,000000b1100111110011,
48,,000000b1111001101111,
49,,00000b10000011100100,
50,,00000b10001100000100,
