,timestamp 28-06-2021 20:31:56,MAC address,Epoch 5
0,,00000000000000b11010,
1,,000000000000b1110010,
2,,00000000000b10010101,
3,,00000000000b10011100,
4,,00000000000b10110101,
5,,00000000000b11001100,
6,,00000000000b11010110,
7,,0000000000b100001011,
8,,0000000000b100011001,
9,,0000000000b100101010,
10,,000000000b1010110010,
11,,000000000b1011010000,
12,,000000000b1011110001,
13,,000000000b1011111011,
14,,000000000b1101111110,
15,,000000000b1111011010,
16,,00000000b10001001111,
17,,00000000b10001010010,
18,,00000000b10010001011,
19,,00000000b10011000000,
20,,00000000b10011000100,
21,,00000000b10100100000,
22,,00000000b10101001000,
23,,00000000b10101001001,
24,,00000000b10101100111,
25,,00000000b10101101110,
26,,00000000b10111111010,
27,,00000000b11100100000,
28,,00000000b11100111111,
29,,00000000b11101001000,
30,,00000000b11111000011,
31,,0000000b100000110101,
32,,0000000b100001011110,
33,,0000000b100001110111,
34,,0000000b100010001010,
35,,0000000b100011000110,
36,,0000000b100100111110,
37,,0000000b100101010011,
38,,0000000b100111011111,
39,,0000000b101001000111,
40,,0000000b101001011011,
41,,0000000b101001111111,
42,,0000000b101010111000,
43,,0000000b101010111110,
44,,0000000b101100101100,
45,,0000000b101110000011,
46,,0000000b101110100111,
47,,0000000b101111001111,
48,,0000000b110000100001,
49,,0000000b110010001101,
50,,0000000b110100000010,
51,,0000000b110100011010,
52,,0000000b110111010101,
53,,0000000b111000011010,
54,,0000000b111011000000,
55,,0000000b111100000101,
56,,0000000b111100001010,
57,,0000000b111101011001,
58,,0000000b111110010100,
59,,0000000b111110010111,
60,,000000b1000000111110,
61,,000000b1000001100100,
62,,00000000000000b11010,
63,,000000000000b1110010,
64,,00000000000b10010101,
65,,00000000000b10011100,
66,,00000000000b10110101,
67,,00000000000b11001100,
68,,00000000000b11010110,
69,,0000000000b100001011,
70,,0000000000b100011001,
71,,0000000000b100101010,
72,,000000000b1010110010,
73,,000000000b1011010000,
74,,000000000b1011110001,
75,,000000000b1011111011,
76,,000000000b1101111110,
77,,000000000b1111011010,
78,,00000000b10001001111,
79,,00000000b10001010010,
80,,00000000b10010001011,
81,,00000000b10011000000,
82,,00000000b10011000100,
83,,00000000b10100100000,
84,,00000000b10101001000,
85,,00000000b10101001001,
86,,00000000b10101100111,
87,,00000000b10101101110,
88,,00000000b10111111010,
89,,00000000b11100100000,
90,,00000000b11100111111,
91,,00000000b11101001000,
92,,00000000b11111000011,
93,,0000000b100000110101,
94,,0000000b100001011110,
95,,0000000b100001110111,
96,,0000000b100010001010,
97,,0000000b100011000110,
98,,0000000b100100111110,
99,,0000000b100101010011,
100,,0000000b100111011111,
101,,0000000b101001000111,
102,,0000000b101001011011,
103,,0000000b101001111111,
104,,0000000b101010111000,
105,,0000000b101010111110,
106,,0000000b101100101100,
107,,0000000b101110000011,
108,,0000000b101110100111,
109,,0000000b101111001111,
110,,0000000b110000100001,
111,,0000000b110010001101,
112,,0000000b110100000010,
113,,0000000b110100011010,
114,,0000000b110111010101,
115,,0000000b111000011010,
116,,0000000b111011000000,
117,,0000000b111100000101,
118,,0000000b111100001010,
119,,0000000b111101011001,
120,,0000000b111110010100,
121,,0000000b111110010111,
122,,000000b1000000111110,
123,,000000b1000001100100,
