,timestamp 28-06-2021 20:11:53,MAC address,Epoch 1
27,,000000b1000000111110,
96,,000000b1000000111110,
0,,000000000000000000b1,
1,,00000000000000b11010,
2,,000000000000b1110001,
3,,00000000000b10010101,
4,,00000000000b10011100,
5,,00000000000b11001100,
6,,0000000000b100001011,
7,,0000000000b100011001,
8,,0000000000b110110000,
9,,0000000000b111101011,
10,,0000000000b111110101,
11,,000000000b1011010000,
12,,000000000b1011010101,
13,,000000000b1011110001,
14,,000000000b1011111011,
15,,000000000b1101111110,
16,,00000000b10010001011,
17,,00000000b10011000000,
18,,00000000b10011000100,
19,,00000000b10100100100,
20,,00000000b10101101110,
21,,00000000b10110100001,
22,,00000000b11011001110,
23,,00000000b11011110100,
24,,00000000b11101010110,
25,,0000000b100001011110,
26,,0000000b100011000110,
27,,0000000b100100111110,
28,,0000000b100101010011,
29,,0000000b101000101001,
30,,0000000b101001000111,
31,,0000000b101001011011,
32,,0000000b101001111111,
33,,0000000b101010001100,
34,,0000000b101010111110,
35,,0000000b101011100010,
36,,0000000b101110000011,
37,,0000000b110000100001,
38,,0000000b110010001101,
39,,0000000b110111010101,
40,,0000000b111010111000,
41,,0000000b111011000000,
42,,0000000b111101110101,
43,,0000000b111110000001,
44,,0000000b111111000011,
45,,0000000b111111110101,
46,,000000b1000010001000,
47,,000000b1000010010111,
48,,000000000000000000b1,
49,,00000000000000b11010,
50,,000000000000b1110001,
51,,00000000000b10010101,
52,,00000000000b10011100,
53,,00000000000b11001100,
54,,0000000000b100001011,
55,,0000000000b100011001,
56,,0000000000b110110000,
57,,0000000000b111101011,
58,,0000000000b111110101,
59,,000000000b1011010000,
60,,000000000b1011010101,
61,,000000000b1011110001,
62,,000000000b1011111011,
63,,000000000b1101111110,
64,,00000000b10010001011,
65,,00000000b10011000000,
66,,00000000b10011000100,
67,,00000000b10100100100,
68,,00000000b10101101110,
69,,00000000b10110100001,
70,,00000000b11011001110,
71,,00000000b11011110100,
72,,00000000b11101010110,
73,,0000000b100001011110,
74,,0000000b100011000110,
75,,0000000b100100111110,
76,,0000000b100101010011,
77,,0000000b101000101001,
78,,0000000b101001000111,
79,,0000000b101001011011,
80,,0000000b101001111111,
81,,0000000b101010001100,
82,,0000000b101010111110,
83,,0000000b101011100010,
84,,0000000b101110000011,
85,,0000000b110000100001,
86,,0000000b110010001101,
87,,0000000b110111010101,
88,,0000000b111010111000,
89,,0000000b111011000000,
90,,0000000b111101110101,
91,,0000000b111110000001,
92,,0000000b111111000011,
93,,0000000b111111110101,
94,,000000b1000010001000,
95,,000000b1000010010111,
