,timestamp 28-06-2021 20:16:54,MAC address,Epoch 2
17,,000000b1100100001100,
42,,000000b1000000111110,
58,,000000b1000000111110,
108,,000000b1100100001100,
0,,000000000000000000b1,
1,,00000000000000b11010,
2,,000000000000b1110001,
3,,000000000000b1110010,
4,,00000000000b10010101,
5,,00000000000b10011100,
6,,00000000000b10101000,
7,,00000000000b11001100,
8,,0000000000b100001011,
9,,0000000000b100011001,
10,,0000000000b110010101,
11,,0000000000b110110000,
12,,0000000000b111110101,
13,,000000000b1010110010,
14,,000000000b1011010000,
15,,000000000b1011010101,
16,,000000000b1011110001,
17,,000000000b1011111011,
18,,000000000b1101111110,
19,,000000000b1111011010,
20,,00000000b10001010010,
21,,00000000b10010001011,
22,,00000000b10011000000,
23,,00000000b10011000100,
24,,00000000b10100100100,
25,,00000000b10101101110,
26,,00000000b10110100001,
27,,00000000b11011110100,
28,,00000000b11101010110,
29,,00000000b11111101010,
30,,0000000b100001011110,
31,,0000000b100011000110,
32,,0000000b100100111110,
33,,0000000b100101010011,
34,,0000000b100111011111,
35,,0000000b101000101001,
36,,0000000b101001000111,
37,,0000000b101001011011,
38,,0000000b101001100000,
39,,0000000b101001111111,
40,,0000000b101010001100,
41,,0000000b101010111000,
42,,0000000b101010111110,
43,,0000000b101011100010,
44,,0000000b101100101100,
45,,0000000b101110000011,
46,,0000000b110000100001,
47,,0000000b110010001101,
48,,0000000b110111010101,
49,,0000000b111010111000,
50,,0000000b111011000000,
51,,0000000b111101000000,
52,,0000000b111101110101,
53,,0000000b111110000001,
54,,0000000b111111000011,
55,,000000000000000000b1,
56,,00000000000000b11010,
57,,000000000000b1110001,
58,,000000000000b1110010,
59,,00000000000b10010101,
60,,00000000000b10011100,
61,,00000000000b10101000,
62,,00000000000b11001100,
63,,0000000000b100001011,
64,,0000000000b100011001,
65,,0000000000b110010101,
66,,0000000000b110110000,
67,,0000000000b111110101,
68,,000000000b1010110010,
69,,000000000b1011010000,
70,,000000000b1011010101,
71,,000000000b1011110001,
72,,000000000b1011111011,
73,,000000000b1101111110,
74,,000000000b1111011010,
75,,00000000b10001010010,
76,,00000000b10010001011,
77,,00000000b10011000000,
78,,00000000b10011000100,
79,,00000000b10100100100,
80,,00000000b10101101110,
81,,00000000b10110100001,
82,,00000000b11011110100,
83,,00000000b11101010110,
84,,00000000b11111101010,
85,,0000000b100001011110,
86,,0000000b100011000110,
87,,0000000b100100111110,
88,,0000000b100101010011,
89,,0000000b100111011111,
90,,0000000b101000101001,
91,,0000000b101001000111,
92,,0000000b101001011011,
93,,0000000b101001100000,
94,,0000000b101001111111,
95,,0000000b101010001100,
96,,0000000b101010111000,
97,,0000000b101010111110,
98,,0000000b101011100010,
99,,0000000b101100101100,
100,,0000000b101110000011,
101,,0000000b110000100001,
102,,0000000b110010001101,
103,,0000000b110111010101,
104,,0000000b111010111000,
105,,0000000b111011000000,
106,,0000000b111101000000,
107,,0000000b111101110101,
108,,0000000b111110000001,
109,,0000000b111111000011,
