,timestamp 28-06-2021 20:06:53,MAC address,Epoch 0
9,,000000b1001000111111,
29,,000000b1001000111111,
0,,00000000000b10010101,
1,,00000000000b11001100,
2,,00000000000b11110010,
3,,0000000000b100011001,
4,,0000000000b110110000,
5,,0000000000b111010000,
6,,0000000000b111101010,
7,,0000000000b111101011,
8,,0000000000b111110101,
9,,000000000b1001100101,
10,,000000000b1011010000,
11,,000000000b1011110001,
12,,000000000b1100010101,
13,,000000000b1101110011,
14,,00000000b10000101100,
15,,00000000b10001001010,
16,,00000000b10010111000,
17,,00000000b10011000000,
18,,00000000b10011000100,
19,,00000000b10100100100,
20,,00000000b10101101110,
21,,00000000b10110000110,
22,,00000000b11010000110,
23,,00000000b11010100001,
24,,00000000b11011001110,
25,,00000000b11011101001,
26,,00000000b11101010110,
27,,00000000b11110000111,
28,,00000000b11110011110,
29,,00000000b11110111000,
30,,00000000b11111110001,
31,,0000000b100001011110,
32,,0000000b100010100000,
33,,0000000b100011000110,
34,,0000000b100100111110,
35,,0000000b100101010011,
36,,0000000b100111100001,
37,,0000000b101000011100,
38,,0000000b101000101001,
39,,0000000b101000110010,
40,,0000000b101001000111,
41,,0000000b101001011011,
42,,0000000b101001111111,
43,,0000000b101010000101,
44,,0000000b101010111110,
45,,0000000b101011000111,
46,,0000000b101011101101,
47,,0000000b101110000011,
48,,0000000b101110100110,
49,,0000000b101111011011,
50,,0000000b101111110001,
51,,0000000b101111110101,
52,,0000000b110000100001,
53,,0000000b110011001100,
54,,0000000b110100101000,
55,,0000000b110110110010,
56,,0000000b110111001001,
57,,0000000b110111010101,
58,,0000000b111000000100,
59,,0000000b111001101011,
60,,0000000b111010111000,
61,,0000000b111011000000,
62,,0000000b111011001010,
63,,0000000b111110000001,
64,,0000000b111110100011,
65,,0000000b111111100101,
66,,0000000b111111110111,
67,,00000000000b10010101,
68,,00000000000b11001100,
69,,00000000000b11110010,
70,,0000000000b100011001,
71,,0000000000b110110000,
72,,0000000000b111010000,
73,,0000000000b111101010,
74,,0000000000b111101011,
75,,0000000000b111110101,
76,,000000000b1001100101,
77,,000000000b1011010000,
78,,000000000b1011110001,
79,,000000000b1100010101,
80,,000000000b1101110011,
81,,00000000b10000101100,
82,,00000000b10001001010,
83,,00000000b10010111000,
84,,00000000b10011000000,
85,,00000000b10011000100,
86,,00000000b10100100100,
87,,00000000b10101101110,
88,,00000000b10110000110,
89,,00000000b11010000110,
90,,00000000b11010100001,
91,,00000000b11011001110,
92,,00000000b11011101001,
93,,00000000b11101010110,
94,,00000000b11110000111,
95,,00000000b11110011110,
96,,00000000b11110111000,
97,,00000000b11111110001,
98,,0000000b100001011110,
99,,0000000b100010100000,
100,,0000000b100011000110,
101,,0000000b100100111110,
102,,0000000b100101010011,
103,,0000000b100111100001,
104,,0000000b101000011100,
105,,0000000b101000101001,
106,,0000000b101000110010,
107,,0000000b101001000111,
108,,0000000b101001011011,
109,,0000000b101001111111,
110,,0000000b101010000101,
111,,0000000b101010111110,
112,,0000000b101011000111,
113,,0000000b101011101101,
114,,0000000b101110000011,
115,,0000000b101110100110,
116,,0000000b101111011011,
117,,0000000b101111110001,
118,,0000000b101111110101,
119,,0000000b110000100001,
120,,0000000b110011001100,
121,,0000000b110100101000,
122,,0000000b110110110010,
123,,0000000b110111001001,
124,,0000000b110111010101,
125,,0000000b111000000100,
126,,0000000b111001101011,
127,,0000000b111010111000,
128,,0000000b111011000000,
129,,0000000b111011001010,
130,,0000000b111110000001,
131,,0000000b111110100011,
132,,0000000b111111100101,
133,,0000000b111111110111,
