,timestamp 25-06-2021 03:19:51,MAC address,Epoch 3
0,,0000000000b100001110,
1,,0000000000b101000100,
2,,0000000000b110100010,
3,,0000000000b111101101,
4,,000000000b1001001000,
5,,000000000b1101101011,
6,,000000000b1110001011,
7,,000000000b1110010010,
8,,00000000b10000010111,
9,,00000000b10100010100,
10,,00000000b10110100001,
11,,00000000b10111001000,
12,,00000000b11101110111,
13,,0000000b100100101111,
14,,0000000b101001001110,
15,,0000000b101011011110,
16,,0000000b110010000101,
17,,0000000b110111000001,
18,,0000000b111010000110,
19,,0000000b111010011011,
20,,0000000b111011010110,
21,,0000000b111101101101,
22,,0000000b111111000100,
23,,000000b1000000101011,
24,,000000b1000011111101,
25,,000000b1001000001010,
26,,000000b1001100110110,
27,,000000b1010000011001,
28,,000000b1010001010101,
29,,000000b1010011101011,
30,,000000b1011001111000,
31,,000000b1100011001001,
32,,000000b1100011110101,
33,,000000b1100100110001,
34,,000000b1100111010101,
35,,000000b1101100000001,
36,,000000b1110100100011,
37,,000000b1110111101011,
38,,000000b1111000000010,
39,,000000b1111011011101,
40,,000000b1111011011101,
41,,000000b1111100001111,
42,,00000b10000000010011,
43,,00000b10000010110101,
44,,00000b10000111100010,
45,,00000b10001001111101,
46,,00000b10001010000110,
47,,00000b10001011110011,
48,,00000b10010010110110,
49,,00000b10010110100010,
50,,00000b10010110101111,
51,,00000b10010110110000,
52,,00000b10011001011011,
53,,00000b10100000010110,
54,,00000b10100010101110,
55,,00000b10100100010011,
56,,00000b10100100111000,
57,,00000b10101110010001,
58,,00000b10101111011101,
59,,00000b10101111101001,
60,,00000b10101111111111,
61,,00000b10110000100101,
62,,00000b10110100000011,
63,,00000b10111001000001,
64,,00000b10111010001111,
65,,00000b10111100111100,
66,,00000b10111101001000,
67,,0000000000b100001110,
68,,0000000000b101000100,
69,,0000000000b110100010,
70,,0000000000b111101101,
71,,000000000b1001001000,
72,,000000000b1101101011,
73,,000000000b1110001011,
74,,000000000b1110010010,
75,,00000000b10000010111,
76,,00000000b10100010100,
77,,00000000b10110100001,
78,,00000000b10111001000,
79,,00000000b11101110111,
80,,0000000b100100101111,
81,,0000000b101001001110,
82,,0000000b101011011110,
83,,0000000b110010000101,
84,,0000000b110111000001,
85,,0000000b111010000110,
86,,0000000b111010011011,
87,,0000000b111011010110,
88,,0000000b111101101101,
89,,0000000b111111000100,
90,,000000b1000000101011,
91,,000000b1000011111101,
92,,000000b1001000001010,
93,,000000b1001100110110,
94,,000000b1010000011001,
95,,000000b1010001010101,
96,,000000b1010011101011,
97,,000000b1011001111000,
98,,000000b1100011001001,
99,,000000b1100011110101,
100,,000000b1100100110001,
101,,000000b1100111010101,
102,,000000b1101100000001,
103,,000000b1110100100011,
104,,000000b1110111101011,
105,,000000b1111000000010,
106,,000000b1111011011101,
107,,000000b1111011011101,
108,,000000b1111100001111,
109,,00000b10000000010011,
110,,00000b10000010110101,
111,,00000b10000111100010,
112,,00000b10001001111101,
113,,00000b10001010000110,
114,,00000b10001011110011,
115,,00000b10010010110110,
116,,00000b10010110100010,
117,,00000b10010110101111,
118,,00000b10010110110000,
119,,00000b10011001011011,
120,,00000b10100000010110,
121,,00000b10100010101110,
122,,00000b10100100010011,
123,,00000b10100100111000,
124,,00000b10101110010001,
125,,00000b10101111011101,
126,,00000b10101111101001,
127,,00000b10101111111111,
128,,00000b10110000100101,
129,,00000b10110100000011,
130,,00000b10111001000001,
131,,00000b10111010001111,
132,,00000b10111100111100,
133,,00000b10111101001000,
134,,0000000000b100001110,
135,,0000000000b101000100,
136,,0000000000b110100010,
137,,0000000000b111101101,
138,,000000000b1001001000,
139,,000000000b1101101011,
140,,000000000b1110001011,
141,,000000000b1110010010,
142,,00000000b10000010111,
143,,00000000b10100010100,
144,,00000000b10110100001,
145,,00000000b10111001000,
146,,00000000b11101110111,
147,,0000000b100100101111,
148,,0000000b101001001110,
149,,0000000b101011011110,
150,,0000000b110010000101,
151,,0000000b110111000001,
152,,0000000b111010000110,
153,,0000000b111010011011,
154,,0000000b111011010110,
155,,0000000b111101101101,
156,,0000000b111111000100,
157,,000000b1000000101011,
158,,000000b1000011111101,
159,,000000b1001000001010,
160,,000000b1001100110110,
161,,000000b1010000011001,
162,,000000b1010001010101,
163,,000000b1010011101011,
164,,000000b1011001111000,
165,,000000b1100011001001,
166,,000000b1100011110101,
167,,000000b1100100110001,
168,,000000b1100111010101,
169,,000000b1101100000001,
170,,000000b1110100100011,
171,,000000b1110111101011,
172,,000000b1111000000010,
173,,000000b1111011011101,
174,,000000b1111011011101,
175,,000000b1111100001111,
176,,00000b10000000010011,
177,,00000b10000010110101,
178,,00000b10000111100010,
179,,00000b10001001111101,
180,,00000b10001010000110,
181,,00000b10001011110011,
182,,00000b10010010110110,
183,,00000b10010110100010,
184,,00000b10010110101111,
185,,00000b10010110110000,
186,,00000b10011001011011,
187,,00000b10100000010110,
188,,00000b10100010101110,
189,,00000b10100100010011,
190,,00000b10100100111000,
191,,00000b10101110010001,
192,,00000b10101111011101,
193,,00000b10101111101001,
194,,00000b10101111111111,
195,,00000b10110000100101,
196,,00000b10110100000011,
197,,00000b10111001000001,
198,,00000b10111010001111,
199,,00000b10111100111100,
200,,00000b10111101001000,
