,timestamp 25-06-2021 03:04:50,MAC address,Epoch 0
0,,0000000000b111000101,
1,,000000000b1001001000,
2,,000000000b1101101011,
3,,000000000b1110001011,
4,,00000000b10110001000,
5,,00000000b10110100001,
6,,00000000b11101011011,
7,,0000000b100011010001,
8,,0000000b101001001110,
9,,0000000b101011011110,
10,,0000000b110111000001,
11,,0000000b110111001010,
12,,0000000b111010000110,
13,,0000000b111111000100,
14,,000000b1001010110110,
15,,000000b1001100110110,
16,,000000b1010000011001,
17,,000000b1010011110111,
18,,000000b1010110110110,
19,,000000b1100011001001,
20,,000000b1100011110101,
21,,000000b1100101000110,
22,,000000b1100101010101,
23,,000000b1101010101100,
24,,000000b1101111101111,
25,,000000b1111000000010,
26,,000000b1111001001110,
27,,000000b1111011011101,
28,,000000b1111011011101,
29,,000000b1111011101101,
30,,00000b10000001011000,
31,,00000b10000011000010,
32,,00000b10000101001011,
33,,00000b10001000101001,
34,,00000b10001010000110,
35,,00000b10010001010001,
36,,00000b10010010110110,
37,,00000b10010100010000,
38,,00000b10010110101111,
39,,00000b10010110110000,
40,,00000b10011001011011,
41,,00000b10011011101011,
42,,00000b10100000101100,
43,,00000b10100001100010,
44,,00000b10101011000011,
45,,00000b10101100011011,
46,,00000b10101111100101,
47,,00000b10101111101001,
48,,00000b10110000100101,
49,,00000b10110100000011,
50,,00000b10111010001111,
51,,0000000000b111000101,
52,,000000000b1001001000,
53,,000000000b1101101011,
54,,000000000b1110001011,
55,,00000000b10110001000,
56,,00000000b10110100001,
57,,00000000b11101011011,
58,,0000000b100011010001,
59,,0000000b101001001110,
60,,0000000b101011011110,
61,,0000000b110111000001,
62,,0000000b110111001010,
63,,0000000b111010000110,
64,,0000000b111111000100,
65,,000000b1001010110110,
66,,000000b1001100110110,
67,,000000b1010000011001,
68,,000000b1010011110111,
69,,000000b1010110110110,
70,,000000b1100011001001,
71,,000000b1100011110101,
72,,000000b1100101000110,
73,,000000b1100101010101,
74,,000000b1101010101100,
75,,000000b1101111101111,
76,,000000b1111000000010,
77,,000000b1111001001110,
78,,000000b1111011011101,
79,,000000b1111011011101,
80,,000000b1111011101101,
81,,00000b10000001011000,
82,,00000b10000011000010,
83,,00000b10000101001011,
84,,00000b10001000101001,
85,,00000b10001010000110,
86,,00000b10010001010001,
87,,00000b10010010110110,
88,,00000b10010100010000,
89,,00000b10010110101111,
90,,00000b10010110110000,
91,,00000b10011001011011,
92,,00000b10011011101011,
93,,00000b10100000101100,
94,,00000b10100001100010,
95,,00000b10101011000011,
96,,00000b10101100011011,
97,,00000b10101111100101,
98,,00000b10101111101001,
99,,00000b10110000100101,
100,,00000b10110100000011,
101,,00000b10111010001111,
102,,0000000000b111000101,
103,,000000000b1001001000,
104,,000000000b1101101011,
105,,000000000b1110001011,
106,,00000000b10110001000,
107,,00000000b10110100001,
108,,00000000b11101011011,
109,,0000000b100011010001,
110,,0000000b101001001110,
111,,0000000b101011011110,
112,,0000000b110111000001,
113,,0000000b110111001010,
114,,0000000b111010000110,
115,,0000000b111111000100,
116,,000000b1001010110110,
117,,000000b1001100110110,
118,,000000b1010000011001,
119,,000000b1010011110111,
120,,000000b1010110110110,
121,,000000b1100011001001,
122,,000000b1100011110101,
123,,000000b1100101000110,
124,,000000b1100101010101,
125,,000000b1101010101100,
126,,000000b1101111101111,
127,,000000b1111000000010,
128,,000000b1111001001110,
129,,000000b1111011011101,
130,,000000b1111011011101,
131,,000000b1111011101101,
132,,00000b10000001011000,
133,,00000b10000011000010,
134,,00000b10000101001011,
135,,00000b10001000101001,
136,,00000b10001010000110,
137,,00000b10010001010001,
138,,00000b10010010110110,
139,,00000b10010100010000,
140,,00000b10010110101111,
141,,00000b10010110110000,
142,,00000b10011001011011,
143,,00000b10011011101011,
144,,00000b10100000101100,
145,,00000b10100001100010,
146,,00000b10101011000011,
147,,00000b10101100011011,
148,,00000b10101111100101,
149,,00000b10101111101001,
150,,00000b10110000100101,
151,,00000b10110100000011,
152,,00000b10111010001111,
