,timestamp 25-06-2021 03:29:54,MAC address,Epoch 5
0,,0000000000b100001110,
1,,0000000000b100101100,
2,,0000000000b100111011,
3,,0000000000b101000100,
4,,0000000000b111101101,
5,,000000000b1001001000,
6,,000000000b1011011100,
7,,000000000b1101101011,
8,,000000000b1110001011,
9,,00000000b10000010111,
10,,00000000b10010111010,
11,,00000000b10100010100,
12,,00000000b10101111100,
13,,00000000b10111001000,
14,,00000000b11000100110,
15,,00000000b11101110111,
16,,0000000b100001001100,
17,,0000000b100100101111,
18,,0000000b101001001110,
19,,0000000b101011001010,
20,,0000000b101011011110,
21,,0000000b110111000001,
22,,0000000b111010000110,
23,,0000000b111010010101,
24,,0000000b111011010110,
25,,0000000b111011011000,
26,,0000000b111100110011,
27,,0000000b111111000100,
28,,000000b1000000101011,
29,,000000b1000011111101,
30,,000000b1000101011100,
31,,000000b1001100110110,
32,,000000b1001101111110,
33,,000000b1001111100110,
34,,000000b1010000011001,
35,,000000b1010000110010,
36,,000000b1010010010000,
37,,000000b1010011101011,
38,,000000b1011001111000,
39,,000000b1100001011001,
40,,000000b1100001100110,
41,,000000b1100011001001,
42,,000000b1100011001010,
43,,000000b1100011110101,
44,,000000b1100100110001,
45,,000000b1100111010101,
46,,000000b1101100000001,
47,,000000b1101110111010,
48,,000000b1110100100011,
49,,000000b1110111101011,
50,,000000b1111000000010,
51,,000000b1111001010111,
52,,000000b1111011011101,
53,,000000b1111100001111,
54,,00000b10000000001010,
55,,00000b10000000010011,
56,,00000b10000001100001,
57,,00000b10000010110100,
58,,00000b10000010110101,
59,,00000b10000111100010,
60,,00000b10001001111101,
61,,00000b10001010000110,
62,,00000b10001011110011,
63,,00000b10010010110110,
64,,00000b10010100001111,
65,,00000b10010110100000,
66,,00000b10010110100010,
67,,00000b10010110101111,
68,,00000b10010110110000,
69,,00000b10011001011011,
70,,00000b10100000001101,
71,,00000b10100000010110,
72,,00000b10100010101110,
73,,00000b10100100010011,
74,,00000b10100100111000,
75,,00000b10100110010000,
76,,00000b10101110010001,
77,,0000000000b100001110,
78,,0000000000b100101100,
79,,0000000000b100111011,
80,,0000000000b101000100,
81,,0000000000b111101101,
82,,000000000b1001001000,
83,,000000000b1011011100,
84,,000000000b1101101011,
85,,000000000b1110001011,
86,,00000000b10000010111,
87,,00000000b10010111010,
88,,00000000b10100010100,
89,,00000000b10101111100,
90,,00000000b10111001000,
91,,00000000b11000100110,
92,,00000000b11101110111,
93,,0000000b100001001100,
94,,0000000b100100101111,
95,,0000000b101001001110,
96,,0000000b101011001010,
97,,0000000b101011011110,
98,,0000000b110111000001,
99,,0000000b111010000110,
100,,0000000b111010010101,
101,,0000000b111011010110,
102,,0000000b111011011000,
103,,0000000b111100110011,
