,timestamp 25-06-2021 03:24:52,MAC address,Epoch 4
0,,0000000000b100001110,
1,,0000000000b100111011,
2,,0000000000b101000100,
3,,0000000000b110100010,
4,,0000000000b111101101,
5,,000000000b1001001000,
6,,000000000b1101101011,
7,,000000000b1110001011,
8,,000000000b1110010010,
9,,00000000b10000010111,
10,,00000000b10010111010,
11,,00000000b10100010100,
12,,00000000b10101111100,
13,,00000000b10111001000,
14,,00000000b11101110111,
15,,0000000b100100101111,
16,,0000000b101001001110,
17,,0000000b101011011110,
18,,0000000b110111000001,
19,,0000000b111010000110,
20,,0000000b111010010101,
21,,0000000b111011010110,
22,,0000000b111011011000,
23,,0000000b111100110011,
24,,0000000b111111000100,
25,,000000b1000000101011,
26,,000000b1000011111101,
27,,000000b1000101011100,
28,,000000b1001100110110,
29,,000000b1001111100110,
30,,000000b1010000011001,
31,,000000b1010000110010,
32,,000000b1010011101011,
33,,000000b1011001111000,
34,,000000b1100011001001,
35,,000000b1100011110101,
36,,000000b1100100110001,
37,,000000b1100111010101,
38,,000000b1101100000001,
39,,000000b1110100100011,
40,,000000b1110111101011,
41,,000000b1111000000010,
42,,000000b1111011011101,
43,,000000b1111011011101,
44,,000000b1111100001111,
45,,00000b10000000010011,
46,,00000b10000001100001,
47,,00000b10000010110100,
48,,00000b10000010110101,
49,,00000b10000111100010,
50,,00000b10001001111101,
51,,00000b10001010000110,
52,,00000b10001011110011,
53,,00000b10010010110110,
54,,00000b10010110100000,
55,,00000b10010110100010,
56,,00000b10010110101111,
57,,00000b10010110110000,
58,,00000b10011001011011,
59,,00000b10100000001101,
60,,00000b10100000010110,
61,,00000b10100010101110,
62,,00000b10100100010011,
63,,00000b10100100111000,
64,,00000b10101110010001,
65,,00000b10101111011101,
66,,00000b10101111101001,
67,,00000b10101111111111,
68,,00000b10110000100101,
69,,00000b10110100000011,
70,,00000b10111001000001,
71,,00000b10111010001111,
72,,0000000000b100001110,
73,,0000000000b100111011,
74,,0000000000b101000100,
75,,0000000000b110100010,
76,,0000000000b111101101,
77,,000000000b1001001000,
78,,000000000b1101101011,
79,,000000000b1110001011,
80,,000000000b1110010010,
81,,00000000b10000010111,
82,,00000000b10010111010,
83,,00000000b10100010100,
84,,00000000b10101111100,
85,,00000000b10111001000,
86,,00000000b11101110111,
87,,0000000b100100101111,
88,,0000000b101001001110,
89,,0000000b101011011110,
90,,0000000b110111000001,
91,,0000000b111010000110,
92,,0000000b111010010101,
93,,0000000b111011010110,
94,,0000000b111011011000,
95,,0000000b111100110011,
96,,0000000b111111000100,
97,,000000b1000000101011,
98,,000000b1000011111101,
99,,000000b1000101011100,
100,,000000b1001100110110,
101,,000000b1001111100110,
102,,000000b1010000011001,
103,,000000b1010000110010,
104,,000000b1010011101011,
105,,000000b1011001111000,
106,,000000b1100011001001,
107,,000000b1100011110101,
108,,000000b1100100110001,
109,,000000b1100111010101,
110,,000000b1101100000001,
111,,000000b1110100100011,
112,,000000b1110111101011,
113,,000000b1111000000010,
114,,000000b1111011011101,
115,,000000b1111011011101,
116,,000000b1111100001111,
117,,00000b10000000010011,
118,,00000b10000001100001,
119,,00000b10000010110100,
120,,00000b10000010110101,
121,,00000b10000111100010,
122,,00000b10001001111101,
123,,00000b10001010000110,
124,,00000b10001011110011,
125,,00000b10010010110110,
126,,00000b10010110100000,
127,,00000b10010110100010,
128,,00000b10010110101111,
129,,00000b10010110110000,
130,,00000b10011001011011,
131,,00000b10100000001101,
132,,00000b10100000010110,
133,,00000b10100010101110,
134,,00000b10100100010011,
135,,00000b10100100111000,
136,,00000b10101110010001,
137,,00000b10101111011101,
138,,00000b10101111101001,
139,,00000b10101111111111,
140,,00000b10110000100101,
141,,00000b10110100000011,
142,,00000b10111001000001,
143,,00000b10111010001111,
144,,0000000000b100001110,
145,,0000000000b100111011,
146,,0000000000b101000100,
147,,0000000000b110100010,
148,,0000000000b111101101,
149,,000000000b1001001000,
150,,000000000b1101101011,
151,,000000000b1110001011,
152,,000000000b1110010010,
153,,00000000b10000010111,
154,,00000000b10010111010,
155,,00000000b10100010100,
156,,00000000b10101111100,
157,,00000000b10111001000,
158,,00000000b11101110111,
159,,0000000b100100101111,
160,,0000000b101001001110,
161,,0000000b101011011110,
162,,0000000b110111000001,
163,,0000000b111010000110,
164,,0000000b111010010101,
165,,0000000b111011010110,
166,,0000000b111011011000,
167,,0000000b111100110011,
168,,0000000b111111000100,
169,,000000b1000000101011,
170,,000000b1000011111101,
171,,000000b1000101011100,
172,,000000b1001100110110,
173,,000000b1001111100110,
174,,000000b1010000011001,
175,,000000b1010000110010,
176,,000000b1010011101011,
177,,000000b1011001111000,
178,,000000b1100011001001,
