,timestamp 23-06-2021 13:05:23,MAC address,Epoch 0
0,,0000000000b111000101,
1,,000000000b1000010011,
2,,000000000b1001101010,
3,,000000000b1110100001,
4,,000000000b1110101010,
5,,00000000b10100010000,
6,,0000000b100001000110,
7,,0000000b101000101101,
8,,0000000b101000110100,
9,,0000000b101001011011,
10,,0000000b101010001100,
11,,0000000b101100100010,
12,,0000000b101101000100,
13,,0000000b101110111010,
14,,0000000b110100011111,
15,,0000000b110101100001,
16,,0000000b110111101000,
17,,0000000b111100000110,
18,,0000000b111110010100,
19,,0000000b111111101111,
20,,000000b1000101110110,
21,,000000b1001001001111,
22,,000000b1001010100001,
23,,000000b1001101100011,
24,,000000b1010010001010,
25,,000000b1010010111001,
26,,000000b1010111101111,
27,,000000b1010111110001,
28,,000000b1011010011100,
29,,000000b1011010110001,
30,,000000b1011011010010,
31,,000000b1011110011010,
32,,000000b1011110101110,
33,,000000b1011111100000,
34,,000000b1100000100101,
35,,000000b1100001011110,
36,,000000b1100010000011,
37,,000000b1100011011000,
38,,000000b1101001000000,
39,,000000b1101010110101,
40,,000000b1101101000101,
41,,000000b1101110101010,
42,,000000b1101111100001,
43,,000000b1110010000111,
44,,000000b1110011011011,
45,,000000b1110011101110,
46,,000000b1111010111110,
47,,00000b10000000101000,
48,,00000b10000000101011,
49,,00000b10000011011010,
50,,00000b10000100110100,
51,,00000b10000101001011,
52,,00000b10000101111100,
53,,00000b10000111010011,
54,,00000b10010101101001,
55,,00000b10011010100001,
56,,00000b10011011110110,
57,,00000b10100110010111,
58,,00000b10100111110110,
59,,0000000000b111000101,
60,,000000000b1000010011,
61,,000000000b1001101010,
62,,000000000b1110100001,
63,,000000000b1110101010,
64,,00000000b10100010000,
65,,0000000b100001000110,
66,,0000000b101000101101,
67,,0000000b101000110100,
68,,0000000b101001011011,
69,,0000000b101010001100,
70,,0000000b101100100010,
71,,0000000b101101000100,
72,,0000000b101110111010,
73,,0000000b110100011111,
74,,0000000b110101100001,
75,,0000000b110111101000,
76,,0000000b111100000110,
77,,0000000b111110010100,
78,,0000000b111111101111,
79,,000000b1000101110110,
80,,000000b1001001001111,
81,,000000b1001010100001,
82,,000000b1001101100011,
83,,000000b1010010001010,
84,,000000b1010010111001,
85,,000000b1010111101111,
86,,000000b1010111110001,
87,,000000b1011010011100,
88,,000000b1011010110001,
89,,000000b1011011010010,
90,,000000b1011110011010,
91,,000000b1011110101110,
92,,000000b1011111100000,
93,,000000b1100000100101,
94,,000000b1100001011110,
95,,000000b1100010000011,
96,,000000b1100011011000,
97,,000000b1101001000000,
98,,000000b1101010110101,
99,,000000b1101101000101,
100,,000000b1101110101010,
101,,000000b1101111100001,
102,,000000b1110010000111,
103,,000000b1110011011011,
104,,000000b1110011101110,
105,,000000b1111010111110,
106,,00000b10000000101000,
107,,00000b10000000101011,
108,,00000b10000011011010,
109,,00000b10000100110100,
110,,00000b10000101001011,
111,,00000b10000101111100,
112,,00000b10000111010011,
113,,00000b10010101101001,
114,,00000b10011010100001,
115,,00000b10011011110110,
116,,00000b10100110010111,
117,,00000b10100111110110,
118,,0000000000b111000101,
119,,000000000b1000010011,
120,,000000000b1001101010,
121,,000000000b1110100001,
122,,000000000b1110101010,
123,,00000000b10100010000,
124,,0000000b100001000110,
125,,0000000b101000101101,
126,,0000000b101000110100,
127,,0000000b101001011011,
128,,0000000b101010001100,
129,,0000000b101100100010,
130,,0000000b101101000100,
131,,0000000b101110111010,
132,,0000000b110100011111,
133,,0000000b110101100001,
134,,0000000b110111101000,
135,,0000000b111100000110,
136,,0000000b111110010100,
137,,0000000b111111101111,
138,,000000b1000101110110,
139,,000000b1001001001111,
140,,000000b1001010100001,
141,,000000b1001101100011,
142,,000000b1010010001010,
143,,000000b1010010111001,
144,,000000b1010111101111,
145,,000000b1010111110001,
146,,000000b1011010011100,
147,,000000b1011010110001,
148,,000000b1011011010010,
149,,000000b1011110011010,
150,,000000b1011110101110,
151,,000000b1011111100000,
152,,000000b1100000100101,
153,,000000b1100001011110,
154,,000000b1100010000011,
155,,000000b1100011011000,
156,,000000b1101001000000,
157,,000000b1101010110101,
158,,000000b1101101000101,
159,,000000b1101110101010,
160,,000000b1101111100001,
161,,000000b1110010000111,
162,,000000b1110011011011,
163,,000000b1110011101110,
164,,000000b1111010111110,
165,,00000b10000000101000,
166,,00000b10000000101011,
167,,00000b10000011011010,
168,,00000b10000100110100,
169,,00000b10000101001011,
170,,00000b10000101111100,
171,,00000b10000111010011,
172,,00000b10010101101001,
173,,00000b10011010100001,
174,,00000b10011011110110,
175,,00000b10100110010111,
176,,00000b10100111110110,
